Date,Open,High,Low,Close,Adj Close,Volume
2019-12-18,320.0,320.25,319.5299987792969,319.5899963378906,308.0894775390625,48133000
2019-12-19,319.79998779296875,320.9800109863281,319.5199890136719,320.8999938964844,309.3522644042969,85310500
2019-12-20,320.4599914550781,321.9700012207031,319.3900146484375,320.7300109863281,310.7085266113281,147142100
2019-12-23,321.5899963378906,321.6499938964844,321.05999755859375,321.2200012207031,311.1832580566406,52990000
2019-12-24,321.4700012207031,321.5199890136719,320.8999938964844,321.2300109863281,311.1929626464844,20270000
2019-12-26,321.6499938964844,322.95001220703125,321.6400146484375,322.94000244140625,312.84954833984375,30911200
2019-12-27,323.739990234375,323.79998779296875,322.2799987792969,322.8599853515625,312.7720031738281,42528800
2019-12-30,322.95001220703125,323.1000061035156,320.54998779296875,321.0799865722656,311.0475769042969,49729100
2019-12-31,320.5299987792969,322.1300048828125,320.1499938964844,321.8599853515625,311.8032531738281,57077300
2020-01-02,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,314.7191467285156,59151200
2020-01-03,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,312.3360290527344,77709700
2020-01-06,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,313.52764892578125,55653900
2020-01-07,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,312.64605712890625,40496400
2020-01-08,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,314.3123779296875,68296000
2020-01-09,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,316.4435729980469,48473300
2020-01-10,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,315.5329284667969,53029300
2020-01-13,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,317.70294189453125,47086800
2020-01-14,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,317.2185363769531,62832800
2020-01-15,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,317.9354248046875,72056600
2020-01-16,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,320.5801696777344,54050300
2020-01-17,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,321.57794189453125,95846000
2020-01-21,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,320.94830322265625,77742400
2020-01-22,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,320.9869689941406,48914900
2020-01-23,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,321.3551025390625,51963000
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,318.4973449707031,87578400
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,313.39202880859375,84062500
2020-01-28,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,316.6761169433594,63834000
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,316.41448974609375,53888900
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,317.4413757324219,75491800
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,311.6773376464844,113845600
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,313.99261474609375,69083000
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,318.77825927734375,62573200
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,322.45953369140625,65951100
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,323.5445556640625,50359700
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,321.8201599121094,64139400
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,324.2226867675781,42070000
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,324.7845458984375,54864500
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,326.8770751953125,43992700
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,326.5283203125,54501900
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,327.0514221191406,64582200
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,326.2086181640625,57226200
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,327.76837158203125,48814700
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,326.4217529296875,74163400
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,323.0601806640625,113788200
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,312.34576416015625,161088400
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,302.88104248046875,218913200
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,301.7669372558594,194773800
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,288.2140808105469,284353500
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,287.00311279296875,384975800
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,299.4322509765625,238703600
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,290.8587341308594,300139100
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,303.0844421386719,176613400
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,293.0093994140625,186366800
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,288.1656494140625,228667200
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,265.6614685058594,309417300
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,279.4081115722656,276444100
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,265.7873840332031,255316300
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,240.35763549804688,392220700
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,260.9049072265625,329566100
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,232.355712890625,297240000
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,244.9010772705078,262070500
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,232.50103759765625,327597100
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,232.99505615234375,289322000
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,222.95433044433594,347158800
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,217.25379943847656,326025200
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,236.9376983642578,235494500
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,240.4846954345703,299430300
2020-03-26,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,254.52655029296875,257632800
2020-03-27,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,246.9453125,224341200
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,254.96502685546875,171369500
2020-03-31,260.55999755859375,263.3299865722656,256.2200012207031,257.75,251.16470336914062,194881100
2020-04-01,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,239.86106872558594,189554600
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,245.39593505859375,177660400
2020-04-03,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,241.84893798828125,135561200
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,258.093017578125,188061200
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,258.3561706542969,201427200
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,267.02874755859375,153774500
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,271.0921936035156,189999200
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,268.61712646484375,114839100
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,276.53936767578125,134143400
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,270.6634521484375,121775000
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,271.9692077636719,131798300
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,279.3165283203125,146684800
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,274.3955993652344,100109300
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,266.0640869140625,126385700
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,271.9692077636719,92951600
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,271.94970703125,104709700
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,275.7403564453125,85063200
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,279.7160949707031,77896600
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,278.4298400878906,105270000
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,285.71875,118745600
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,283.0584411621094,122901700
2020-05-01,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,275.56494140625,125180000
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,276.32501220703125,80873200
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,278.8780822753906,79569900
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,276.98760986328125,73632600
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,280.3299865722656,75250400
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,284.9684143066406,76452400
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,285.02685546875,79514200
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,279.3458251953125,95870800
2020-05-13,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,274.4053649902344,144721100
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,277.6892395019531,121977900
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,278.9657287597656,111146300
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,287.4630126953125,119703800
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,284.5103759765625,95189300
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,289.3436279296875,85861700
2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,287.3460388183594,78293900
2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,287.8917236328125,63958200
2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,291.438720703125,88951400
2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,295.7750244140625,104817400
2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,295.2293395996094,90405200
2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,296.5448303222656,119090800
2020-06-01,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,297.7434387207031,55758300
2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,300.2087707519531,74267200
2020-06-03,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,304.20404052734375,92567600
2020-06-04,311.1099853515625,313.0,309.0799865722656,311.3599853515625,303.40496826171875,75794400
2020-06-05,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,311.1811218261719,150524700
2020-06-08,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,314.9425048828125,73641200
2020-06-09,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,312.5941467285156,77479200
2020-06-10,321.4200134277344,322.3900146484375,318.2200012207031,319.0,310.8498229980469,95000800
2020-06-11,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,292.92962646484375,209243600
2020-06-12,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,296.43768310546875,194678900
2020-06-15,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,299.2051086425781,135782700
2020-06-16,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,304.9641418457031,137627500
2020-06-17,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,303.6973571777344,83398900
2020-06-18,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,303.81427001953125,80828700
2020-06-19,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,302.0780334472656,135549600
2020-06-22,307.989990234375,311.04998779296875,306.75,310.6199951171875,304.015869140625,74649400
2020-06-23,313.489990234375,314.5,311.6099853515625,312.04998779296875,305.41546630859375,68471200
2020-06-24,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,297.62469482421875,132813500
2020-06-25,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,300.8153991699219,89468000
2020-06-26,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,293.67059326171875,127961000
2020-06-29,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,297.98687744140625,79773300
2020-06-30,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,301.80389404296875,113394800
2020-07-01,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,303.9179992675781,72396500
2020-07-02,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,305.5916748046875,69344200
2020-07-06,316.3699951171875,317.67999267578125,315.55999755859375,317.04998779296875,310.30914306640625,61713800
2020-07-07,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,307.10870361328125,82910000
2020-07-08,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,309.45770263671875,54638600
2020-07-09,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,307.6959533691406,83354200
2020-07-10,314.30999755859375,317.8800048828125,312.760009765625,317.5899963378906,310.83770751953125,57550400
2020-07-13,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,308.1461486816406,102997500
2020-07-14,313.29998779296875,319.760009765625,312.0,318.9200134277344,312.139404296875,93657000
2020-07-15,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,315.0071105957031,87196500
2020-07-16,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,313.9696960449219,54622500
2020-07-17,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,314.8799133300781,62774900
2020-07-20,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,317.42462158203125,56308800
2020-07-21,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,318.0999755859375,57292200
2020-07-22,324.6199951171875,327.20001220703125,324.5,326.8599853515625,319.91058349609375,57792900
2020-07-23,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,316.0935363769531,75738000
2020-07-24,320.95001220703125,321.989990234375,319.25,320.8800048828125,314.0577392578125,73766600
2020-07-27,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,316.3479919433594,48293000
2020-07-28,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,314.3415832519531,57495000
2020-07-29,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,318.2076110839844,48454200
2020-07-30,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,317.0722351074219,61861700
2020-07-31,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,319.57781982421875,84986800
2020-08-03,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,321.7995910644531,53077900
2020-08-04,327.8599853515625,330.05999755859375,327.8599853515625,330.05999755859375,323.0425720214844,41917900
2020-08-05,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,325.0489807128906,42697700
2020-08-06,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,327.22174072265625,43679400
2020-08-07,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,327.4566650390625,57308300
2020-08-10,335.05999755859375,335.7699890136719,332.9599914550781,335.57000732421875,328.4354553222656,44282100
2020-08-11,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,325.7242736816406,69601100
2020-08-12,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,330.2656555175781,53774400
2020-08-13,336.6099853515625,338.25,335.8299865722656,336.8299865722656,329.6686096191406,41816100
2020-08-14,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,329.67840576171875,47260400
2020-08-17,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,330.7256774902344,35481000
2020-08-18,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,331.440185546875,38733900
2020-08-19,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,330.06011962890625,68054200
2020-08-20,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,331.0877990722656,42207800
2020-08-21,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,332.26226806640625,55106600
2020-08-24,342.1199951171875,343.0,339.45001220703125,342.9200134277344,335.6291809082031,48588700
2020-08-25,343.5299987792969,344.2099914550781,342.2699890136719,344.1199951171875,336.80364990234375,38463400
2020-08-26,344.760009765625,347.8599853515625,344.1700134277344,347.57000732421875,340.1803283691406,50790200
2020-08-27,348.510009765625,349.8999938964844,346.5299987792969,348.3299865722656,340.92413330078125,58034100
2020-08-28,349.44000244140625,350.7200012207031,348.1499938964844,350.5799865722656,343.1262512207031,48588900
2020-08-31,350.3500061035156,351.29998779296875,349.05999755859375,349.30999755859375,341.8833312988281,66099200
2020-09-01,350.2099914550781,352.7099914550781,349.239990234375,352.6000061035156,345.10333251953125,54908700
2020-09-02,354.6700134277344,358.75,353.42999267578125,357.70001220703125,350.0949401855469,69540000
2020-09-03,355.8699951171875,356.3800048828125,342.5899963378906,345.3900146484375,338.04669189453125,148011100
2020-09-04,346.1300048828125,347.8299865722656,334.8699951171875,342.57000732421875,335.2865905761719,139156300
2020-09-08,336.7099914550781,342.6400146484375,332.8800048828125,333.2099914550781,326.1255798339844,114465300
2020-09-09,337.54998779296875,342.4599914550781,336.6099853515625,339.7900085449219,332.56573486328125,91462300
2020-09-10,341.82000732421875,342.5299987792969,332.8500061035156,333.8900146484375,326.7911682128906,90569500
2020-09-11,335.82000732421875,336.9700012207031,331.0,334.05999755859375,326.95751953125,84680200
2020-09-14,337.489990234375,340.3800048828125,334.2200012207031,338.4599914550781,331.26397705078125,65605700
2020-09-15,341.1199951171875,342.0199890136719,338.4700012207031,340.1700134277344,332.9376525878906,52920900
2020-09-16,341.510009765625,343.05999755859375,338.5199890136719,338.82000732421875,331.6163330078125,82096000
2020-09-17,333.55999755859375,337.70001220703125,332.989990234375,335.8399963378906,328.69964599609375,91523300
2020-09-18,335.3699951171875,335.489990234375,327.9700012207031,330.6499938964844,324.9154357910156,105877900
2020-09-21,325.70001220703125,327.1300048828125,321.7300109863281,326.9700012207031,321.29931640625,99450800
2020-09-22,328.57000732421875,330.8999938964844,325.8599853515625,330.29998779296875,324.5715026855469,63612100
2020-09-23,330.8999938964844,331.20001220703125,322.1000061035156,322.6400146484375,317.04437255859375,93112200
2020-09-24,321.2200012207031,326.79998779296875,319.79998779296875,323.5,317.8894958496094,76681300
2020-09-25,322.5799865722656,329.5799865722656,321.6400146484375,328.7300109863281,323.0287780761719,71069400
2020-09-28,333.2200012207031,334.9599914550781,332.1499938964844,334.19000244140625,328.3940734863281,64584600
2020-09-29,333.9700012207031,334.7699890136719,331.6199951171875,332.3699951171875,326.60565185546875,51304000
2020-09-30,333.0899963378906,338.2900085449219,332.8800048828125,334.8900146484375,329.08197021484375,104081100
2020-10-01,337.69000244140625,338.739990234375,335.010009765625,337.0400085449219,331.19464111328125,88698700
2020-10-02,331.70001220703125,337.010009765625,331.19000244140625,333.8399963378906,328.0501403808594,89431100
2020-10-05,336.05999755859375,339.9599914550781,336.010009765625,339.760009765625,333.86749267578125,45713100
2020-10-06,339.9100036621094,342.1700134277344,334.3800048828125,334.92999267578125,329.1212463378906,90128900
2020-10-07,338.1199951171875,341.6300048828125,338.0899963378906,340.760009765625,334.8501281738281,56999600
2020-10-08,342.8500061035156,343.8500061035156,341.8599853515625,343.7799987792969,337.8177490234375,45242500
2020-10-09,345.55999755859375,347.3500061035156,344.8900146484375,346.8500061035156,340.8345031738281,59528600
2020-10-12,349.5899963378906,354.0199890136719,349.05999755859375,352.42999267578125,346.3177185058594,80388500
2020-10-13,352.2799987792969,352.4700012207031,349.0899963378906,350.1300048828125,344.0576477050781,73255500
2020-10-14,350.75,351.92999267578125,347.1400146484375,347.92999267578125,341.8957824707031,57727900
2020-10-15,343.7099914550781,348.0199890136719,343.1300048828125,347.5,341.4732360839844,60357700
2020-10-16,348.9599914550781,350.75,347.1000061035156,347.2900085449219,341.26690673828125,89501900
2020-10-19,348.6499938964844,349.3299865722656,341.0400085449219,342.010009765625,336.0784606933594,68425600
2020-10-20,343.4599914550781,346.8800048828125,342.6400146484375,343.3800048828125,337.4247131347656,60051900
2020-10-21,343.3299865722656,345.6700134277344,342.3999938964844,342.7300109863281,336.7859802246094,63575000
2020-10-22,342.9599914550781,345.239990234375,340.6499938964844,344.6099853515625,338.63336181640625,55399300
2020-10-23,345.92999267578125,345.989990234375,343.1300048828125,345.7799987792969,339.7830810546875,49143900
2020-10-26,342.1300048828125,342.9800109863281,335.6199951171875,339.3900146484375,333.50390625,91473000
2020-10-27,339.760009765625,340.1199951171875,337.989990234375,338.2200012207031,332.3541564941406,65994100
2020-10-28,332.1000061035156,338.25,326.1300048828125,326.6600036621094,320.9946594238281,127094300
2020-10-29,326.9100036621094,333.3999938964844,325.0899963378906,329.9800109863281,324.257080078125,90597700
2020-10-30,328.2799987792969,329.69000244140625,322.6000061035156,326.5400085449219,320.87677001953125,120287300
2020-11-02,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,324.4732971191406,86068300
2020-11-03,333.69000244140625,338.25,330.2900085449219,336.0299987792969,330.2021789550781,93294200
2020-11-04,340.8599853515625,347.94000244140625,339.5899963378906,343.5400085449219,337.5819091796875,126959700
2020-11-05,349.239990234375,352.19000244140625,348.8599853515625,350.239990234375,344.16571044921875,82039700
2020-11-06,349.92999267578125,351.510009765625,347.6499938964844,350.1600036621094,344.0871276855469,74973000
2020-11-09,363.9700012207031,364.3800048828125,354.05999755859375,354.55999755859375,348.41082763671875,172304200
2020-11-10,353.489990234375,355.17999267578125,350.510009765625,354.0400085449219,347.8998107910156,85552000
2020-11-11,356.3999938964844,357.55999755859375,355.05999755859375,356.6700134277344,350.4842224121094,58649000
2020-11-12,355.5799865722656,356.7200012207031,351.260009765625,353.2099914550781,347.08416748046875,67546200
2020-11-13,355.2699890136719,358.8999938964844,354.7099914550781,358.1000061035156,351.889404296875,62892200
2020-11-16,360.9800109863281,362.7799987792969,359.5899963378906,362.57000732421875,356.2818908691406,74541100
2020-11-17,359.9700012207031,361.9200134277344,358.3399963378906,360.6199951171875,354.3656921386719,66111000
2020-11-18,360.9100036621094,361.5,356.239990234375,356.2799987792969,350.1009216308594,70591300
2020-11-19,355.6000061035156,358.17999267578125,354.1499938964844,357.7799987792969,351.5749206542969,59940900
2020-11-20,357.5,357.7200012207031,355.25,355.3299865722656,349.16741943359375,70417300
2020-11-23,357.2799987792969,358.82000732421875,354.8699951171875,357.4599914550781,351.2604675292969,63230600
2020-11-24,360.2099914550781,363.80999755859375,359.2900085449219,363.2200012207031,356.92059326171875,62415900
2020-11-25,363.1300048828125,363.1600036621094,361.4800109863281,362.6600036621094,356.3703308105469,45330900
2020-11-27,363.8399963378906,364.17999267578125,362.5799865722656,363.6700134277344,357.3628234863281,28514100
2020-11-30,362.8299865722656,363.1199951171875,359.1700134277344,362.05999755859375,355.7807312011719,83872700
2020-12-01,365.57000732421875,367.67999267578125,364.92999267578125,366.0199890136719,359.67205810546875,74231400
2020-12-02,364.82000732421875,366.9599914550781,364.20001220703125,366.7900085449219,360.4287109375,45927000
2020-12-03,366.67999267578125,368.19000244140625,365.5,366.69000244140625,360.3304138183594,62882000
2020-12-04,367.32000732421875,369.8500061035156,367.2200012207031,369.8500061035156,363.43560791015625,50749900
2020-12-07,369.0199890136719,369.6199951171875,367.7200012207031,369.0899963378906,362.6888122558594,48944300
2020-12-08,367.7200012207031,370.7799987792969,367.6700134277344,370.1700134277344,363.7500915527344,42458900
2020-12-09,370.8800048828125,371.04998779296875,365.95001220703125,366.8500061035156,360.4876403808594,74098300
2020-12-10,365.3699951171875,367.8599853515625,364.42999267578125,366.7300109863281,360.3697204589844,57735400
2020-12-11,364.8999938964844,366.739990234375,363.260009765625,366.29998779296875,359.94720458984375,57698600
2020-12-14,368.6400146484375,369.79998779296875,364.4700012207031,364.6600036621094,358.33563232421875,69216200
2020-12-15,367.3999938964844,369.5899963378906,365.9200134277344,369.5899963378906,363.18011474609375,63865300
2020-12-16,369.82000732421875,371.1600036621094,368.8699951171875,370.1700134277344,363.7500915527344,58420500
2020-12-17,371.94000244140625,372.4599914550781,371.04998779296875,372.239990234375,365.7841491699219,64119500
2020-12-18,370.9700012207031,371.1499938964844,367.0199890136719,369.17999267578125,364.3236083984375,136542300
2020-12-21,364.9700012207031,378.4599914550781,362.0299987792969,367.8599853515625,363.02099609375,96386700
2020-12-22,368.2099914550781,368.3299865722656,366.0299987792969,367.239990234375,362.4091491699219,47949000
2020-12-23,368.2799987792969,369.6199951171875,367.2200012207031,367.57000732421875,362.7348327636719,46201400
2020-12-24,368.0799865722656,369.0299987792969,367.45001220703125,369.0,364.14599609375,26457900
2020-12-28,371.739990234375,372.5899963378906,371.07000732421875,372.1700134277344,367.2742919921875,39000400
2020-12-29,373.80999755859375,374.0,370.8299865722656,371.4599914550781,366.5736389160156,53680500
2020-12-30,372.3399963378906,373.1000061035156,371.57000732421875,371.989990234375,367.0966796875,49455300
2020-12-31,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,368.9617919921875,78520700
2021-01-04,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,363.93878173828125,110210800
2021-01-05,368.1000061035156,372.5,368.04998779296875,371.3299865722656,366.4453125,66426200
2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,368.6361083984375,107997700
2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,374.1131286621094,68766800
2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,376.2447204589844,71677200
2021-01-11,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,373.7085266113281,51034700
2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,373.7874755859375,52547700
2021-01-13,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,374.7940673828125,45303600
2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,373.4815673828125,49989100
2021-01-15,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,370.75787353515625,107160000
2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,373.6690673828125,51233300
2021-01-20,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,378.84014892578125,61836100
2021-01-21,384.489990234375,384.95001220703125,383.25,384.239990234375,379.1855163574219,47840100
2021-01-22,382.25,384.1300048828125,381.8399963378906,382.8800048828125,377.8434143066406,52860500
2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,379.33355712890625,70402000
2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,378.7414855957031,42665300
2021-01-27,380.2200012207031,380.32000732421875,372.010009765625,374.4100036621094,369.4848327636719,123351100
2021-01-28,376.3599853515625,381.92999267578125,375.8900146484375,377.6300048828125,372.6624755859375,94198100
